PCa_b,trpnmax,Gncx_b,Tref,perm50,nperm,TRPN_n,dr,wfrac,TOT_A,ktm_unblock,ca50,mu,maxI_up,maxTrpn,g_CaL,Tref,perm50,nperm,TRPN_n,dr,wfrac,TOT_A,phi,ca50,mu,CV_ventricles,k_FEC,CV_atria,k_BB,AV_delay,Rsys,Rpulm,Aol,kArt,a_ventricles,bt_ventricles,a_atria,bf_atria,bt_atria,k_peri,p_shift_diastasis,EDP_rv,a_lvrv,Tref_lvrv
0.000102158,0.0845676,0.00132834,153.863,0.286336,2.98964,2.24896,0.317715,0.67181,22.8378,0.0236266,0.613032,3.49742,0.00569265,0.0888262,0.122612,114.487,0.439039,6.33223,1.62414,0.221862,0.727213,25.4738,2.60985,0.809571,9.78162,0.464488,5.66532,0.915944,2.52401,137,1.08045,1.04778,393.44,7.05258,1.07147,2.93424,2.49218,9.10732,1.72898,0.00187399,3.46322,5.69676,1.12935,0.978456
0.000137759,0.0854721,0.0021598,175.027,0.230808,2.79116,2.66458,0.169723,0.745793,16.7619,0.0182339,0.58834,2.76239,0.0058709,0.088309,0.14784,115.931,0.431888,5.36053,1.59478,0.298794,0.704395,18.4603,2.45172,1.09837,9.25279,0.418809,6.06885,0.922097,5.4404,148,3.11071,1.34343,445.266,6.80698,1.17403,4.06504,1.58069,6.54803,2.53372,0.00063538,6.16921,4.57883,1.35071,0.664649
0.000148836,0.110282,0.00196236,176.747,0.307521,2.92715,2.91597,0.192936,0.635958,27.3723,0.0185663,0.551462,2.30022,0.00449075,0.0582235,0.182517,87.402,0.479227,5.12129,1.63604,0.138934,0.505191,21.6384,1.39865,1.13319,10.4145,0.383627,6.78045,0.860468,3.60645,114,1.05136,1.69989,487.292,6.78609,0.643765,3.12426,2.1485,7.92169,2.94552,0.00117132,8.63785,3.46917,1.3142,0.793171
0.00013999,0.113401,0.000922526,144.974,0.26872,2.73637,2.68366,0.183933,0.325371,27.362,0.0301392,0.732807,3.3253,0.00653154,0.0751642,0.147456,84.7799,0.436707,6.08391,1.47739,0.221264,0.469081,15.6464,1.4189,1.12548,11.9978,0.503528,3.93311,0.797184,5.36599,187,2.96654,3.32689,354.268,6.49974,1.13668,1.56891,2.18909,7.13175,3.86679,0.0015222,3.15836,6.82795,1.18553,0.632516
8.46E-05,0.0932682,0.00104082,165.006,0.233222,2.77758,2.85551,0.241725,0.635107,27.0985,0.0225989,0.519291,4.26769,0.00681019,0.0678597,0.118898,108.188,0.488979,3.71908,1.8288,0.329773,0.722659,12.7021,2.63501,1.10093,6.02424,0.44077,4.95671,1.0234,3.96728,128,1.66513,2.68112,365.341,9.66749,1.43507,3.25108,2.3668,4.40395,3.18805,0.00139282,4.06968,4.17941,1.23584,0.903361
9.03E-05,0.0805972,0.00124064,134.15,0.254179,2.92812,2.84111,0.128363,0.312953,23.274,0.0257267,0.443089,3.99057,0.00637045,0.0847628,0.105785,110.965,0.368475,6.07682,1.28032,0.184359,0.72886,24.0704,2.1084,1.16849,8.89219,0.463062,4.70716,1.0269,4.67308,185,2.42021,3.63066,456.624,6.41788,0.795282,3.11024,2.46153,7.20822,3.69281,0.000882685,4.94993,6.03475,1.81023,0.531382
9.46E-05,0.0969203,0.00131868,173.763,0.250911,2.43894,2.68771,0.183356,0.467861,22.9106,0.0252738,0.6487,2.72133,0.00475337,0.0674089,0.114746,100.743,0.490388,3.80901,2.00486,0.24032,0.511332,16.5128,1.71055,0.686737,4.87187,0.423861,7.90872,0.95889,3.20898,150,1.49181,3.02402,467.225,9.19363,1.2441,3.90759,1.67825,7.55137,3.93374,0.000757166,5.79859,4.83172,1.54132,0.726198
0.000137415,0.0711592,0.00200931,143.02,0.268766,2.71385,2.876,0.176595,0.434875,30.4465,0.0217812,0.474511,3.51031,0.00619045,0.0944169,0.0994641,92.2561,0.364984,5.36449,1.50325,0.172997,0.291259,16.047,2.0536,0.793114,8.80258,0.397242,6.60316,0.932034,3.70047,183,1.1588,1.61036,314.5,7.53965,1.0326,2.64531,2.43075,7.42088,1.69757,0.000762311,3.38039,7.60414,1.61799,0.855093
0.000142585,0.0699789,0.00209529,143.535,0.234702,2.44933,2.71704,0.269788,0.714073,13.5767,0.025749,0.531371,4.27376,0.00595893,0.0703884,0.159931,96.1446,0.501714,6.73707,1.50066,0.256308,0.43502,22.8723,1.54368,1.08279,12.0326,0.407253,7.9084,0.991495,2.52194,186,1.66201,3.24786,400.73,7.37592,1.12921,3.97209,2.23195,6.17945,4.36662,0.000730554,5.53231,5.31944,1.05525,0.584806
0.00015299,0.0939849,0.00182773,184.803,0.311753,2.76402,2.70308,0.213568,0.523051,30.2823,0.0223247,0.607297,3.15305,0.00413358,0.0519499,0.164282,113.964,0.48785,7.20895,1.15401,0.161304,0.281953,29.1878,2.31365,1.21025,6.83471,0.654158,2.5081,0.924358,5.24919,150,1.1102,1.23344,421.202,8.7078,1.16399,3.19157,1.82093,7.23689,2.37941,0.00115286,8.55615,5.98444,1.12614,0.547693
0.000119853,0.107747,0.00202954,172.799,0.248579,2.94645,2.30591,0.216358,0.640398,29.9599,0.0275854,0.624497,3.29055,0.00562809,0.0743874,0.108519,108.856,0.30831,2.63837,2.11201,0.172384,0.397732,14.4989,1.18787,1.26192,11.6653,0.415441,5.63725,0.814871,5.42956,172,1.10304,2.10521,492.937,6.67097,1.24915,2.6187,2.0699,6.73347,2.52289,0.00162194,3.44826,5.46262,1.76512,0.569241
0.000109786,0.0964062,0.00133214,134.913,0.178128,2.75728,2.85058,0.176865,0.735068,24.3376,0.0312268,0.649603,2.06185,0.00672139,0.0880929,0.180353,86.5686,0.517677,3.72431,1.93471,0.202881,0.503247,22.9265,1.99889,1.23596,6.27798,0.541607,4.91348,0.845264,5.39073,184,2.37286,2.2452,427.19,8.28396,1.26032,2.49708,2.32943,11.7172,1.93016,0.0011197,5.4437,7.97403,1.91286,0.65213
7.06E-05,0.0768971,0.00103957,141.587,0.256023,2.78479,2.9625,0.238062,0.349974,24.6057,0.0271002,0.490655,3.63739,0.00682336,0.090032,0.172152,87.361,0.455665,3.72612,1.35894,0.264533,0.693819,37.1894,2.26019,1.24069,10.5751,0.426541,7.97779,0.985916,3.74527,184,2.84084,2.02062,487.049,9.7001,1.46798,2.91503,2.17302,5.07297,3.16316,0.000875394,8.09613,3.5655,1.24406,0.529456
0.000104817,0.103632,0.00109981,160.283,0.282147,2.92678,2.79754,0.220359,0.714709,35.7749,0.0304591,0.64171,1.61865,0.00615351,0.088006,0.0964085,109.238,0.320552,4.21542,2.62502,0.209761,0.29351,32.4124,2.26112,0.80673,11.7768,0.433003,5.30963,0.862155,4.7464,187,2.94001,3.50123,407.123,7.41704,0.870419,1.58912,2.3731,10.5887,2.55079,0.00147861,7.01805,4.56993,1.9253,0.807501
0.000148633,0.115058,0.000934194,175.744,0.337693,2.93021,2.73515,0.148144,0.517778,30.4611,0.0290581,0.68145,2.98412,0.0050313,0.0616976,0.164891,104.966,0.466684,4.23457,1.48721,0.159644,0.333444,19.0644,3.36434,1.19923,12.8103,0.508855,4.97921,0.976104,5.28574,118,2.28376,1.91745,320.066,7.41874,1.33797,2.84758,1.71186,9.62835,3.36374,0.00161389,4.38228,6.64794,1.54714,0.579449
0.000143401,0.0780591,0.00197644,171.828,0.22866,2.33495,2.39753,0.362711,0.63532,24.2072,0.0229965,0.741542,3.67754,0.00649292,0.0822582,0.108134,103.002,0.326483,4.06582,1.65864,0.362215,0.330126,12.7786,1.92106,1.23783,12.632,0.474025,5.94566,0.950048,4.33908,136,3.92804,1.48826,463.605,6.87379,1.41124,2.34276,2.33163,7.67616,2.86439,0.00160585,7.34611,3.14859,1.59546,0.678589
9.90E-05,0.106301,0.0010446,196.326,0.297198,2.33657,2.89505,0.257949,0.388402,19.8174,0.0293537,0.674608,4.0368,0.0037704,0.0445789,0.14253,112.294,0.495794,7.20132,1.14507,0.293446,0.555115,25.497,2.72767,0.993632,11.1381,0.410998,5.86255,1.01391,4.96716,198,3.45107,2.20353,349.109,9.3468,1.28464,2.1769,2.24746,5.31787,2.36128,0.00165136,3.70611,6.35758,1.58638,0.665971
0.000132918,0.080558,0.00196728,164.217,0.358166,2.44618,2.67124,0.227869,0.480243,33.3238,0.0249181,0.509006,3.09202,0.00678839,0.0786035,0.144172,104.932,0.437921,3.42518,1.71186,0.353065,0.731081,18.3953,1.90732,1.11315,5.0455,0.453105,7.22436,0.927943,4.8141,126,2.84705,3.53965,494.316,6.50204,1.22303,2.513,1.901,5.41582,3.7523,0.00127343,3.71257,6.95645,1.59995,0.677965
0.000113993,0.0787155,0.00149985,184.829,0.442746,2.4503,2.32097,0.295514,0.667931,32.6867,0.0229541,0.576001,3.22037,0.00685709,0.0923436,0.121465,108.708,0.489181,5.49128,1.16517,0.254069,0.539761,26.2628,3.28772,1.02977,9.43545,0.506233,4.21033,0.912746,5.12941,183,1.14917,2.84307,304.204,8.94106,0.917207,1.93415,1.93218,5.40366,3.32652,0.00188725,4.7906,4.36171,1.27277,0.604124
0.00012036,0.0755357,0.0018048,133.969,0.197778,2.82677,2.55928,0.238386,0.735761,15.3634,0.0258924,0.532865,3.71206,0.00795388,0.0998001,0.135369,117.359,0.43982,3.27284,1.84644,0.34039,0.722139,34.2751,1.93321,1.21494,10.1356,0.479858,7.33002,0.828906,4.45072,149,3.31688,1.98942,365.967,8.99842,0.752772,4.36888,1.90618,9.41284,2.38389,0.0012643,7.15217,3.6384,1.48218,0.533158
0.000116031,0.109493,0.00142386,175.893,0.242235,2.41094,2.70211,0.160479,0.583591,30.2827,0.0270395,0.629627,2.52987,0.0074006,0.088724,0.171055,102.708,0.396101,4.18652,2.02113,0.242889,0.304102,31.0538,1.93826,1.27835,6.21602,0.739194,2.38078,0.910269,4.73097,136,1.69083,1.89581,313.842,7.8146,0.96182,3.78386,1.85212,11.4758,2.52115,0.000778132,6.99428,6.85641,1.7649,0.757799
0.000124889,0.101276,0.00157566,186.659,0.276913,2.71953,2.78193,0.298337,0.722611,35.924,0.0219241,0.676931,2.29405,0.00612505,0.0889193,0.157942,109.256,0.491917,5.02682,1.28404,0.173125,0.396931,28.1555,2.3023,1.26376,9.81312,0.516757,4.31478,0.950778,4.81676,154,3.05701,3.00761,492.438,6.50228,1.33333,2.37173,1.81577,6.57687,1.89755,0.0014452,5.23697,6.05627,1.28617,0.758834
0.000122386,0.106121,0.0018105,189.593,0.347108,2.49902,2.2931,0.16538,0.590865,34.2035,0.0280615,0.56785,3.28325,0.00409002,0.0470713,0.116613,104.168,0.432258,3.69567,2.14565,0.233877,0.744237,26.1718,2.14991,0.968972,6.26214,0.55155,4.73683,0.972601,3.53066,159,2.12138,1.62873,321.987,7.50262,1.00904,1.71866,2.15164,9.32603,2.48705,0.00142354,6.0673,6.9887,1.52299,0.926361
9.74E-05,0.0908908,0.00146856,160.713,0.235713,2.60399,2.65595,0.155777,0.527521,27.1035,0.024526,0.59251,3.77323,0.00485243,0.06117,0.140717,99.3138,0.433062,3.00981,2.43865,0.149163,0.67901,12.7421,2.34018,1.02204,11.7579,0.419572,4.5716,0.886961,4.82818,183,2.43957,2.16043,361.25,8.12964,1.21459,3.43459,2.39931,10.2161,2.1351,0.00179187,3.2477,3.13479,1.09432,0.951755
0.000114106,0.118063,0.00111419,194.257,0.435929,2.53632,2.97344,0.188037,0.680992,30.085,0.0182117,0.529108,3.97043,0.00378889,0.0502155,0.134516,117.729,0.379297,3.18886,1.87322,0.176761,0.62416,25.4981,2.44827,1.27843,8.0362,0.73731,1.70936,0.801324,3.75485,126,3.80204,2.01007,491.238,6.44535,1.01146,3.69819,2.18615,4.96624,4.29517,0.00126594,4.14876,6.23097,1.31721,0.666988
